donor_id,first_name,last_name,email,gender,join_date,alumni_status,total_gifts,donor_tier
D0296,Rose,Ward,mjames@stafford.org,Male,2022-10-04,False,6204.42,Gold
D0297,Tara,Burgess,zwilliams@nguyen-wilson.com,Other,2024-01-28,False,7204.66,Gold
D0298,Christine,Lopez,jennifer16@yahoo.com,Other,2021-02-16,False,8771.98,Gold
D0299,Jason,Williams,murraykurt@maddox-bailey.com,Male,2021-09-03,True,9816.16,Gold
D0300,Kara,Andrade,monica58@gomez.org,Other,2022-07-21,False,554.1,Bronze
D0301,Richard,Clark,hsmith@hotmail.com,Male,2023-05-13,True,5640.41,Gold
D0302,Jacqueline,Huynh,ronaldmitchell@hotmail.com,Other,2022-01-24,False,7970.38,Gold
D0303,Ryan,Galloway,mcmillanderek@yahoo.com,Male,2025-01-27,True,771.63,Bronze
D0304,Paul,Allen,lewistravis@allen.com,Other,2024-03-26,True,451.99,Bronze
D0305,Robert,Moore,wesleyhutchinson@turner.com,Male,2024-10-02,False,6055.49,Gold
D0306,Margaret,Rodriguez,sharon81@gmail.com,Female,2022-11-05,False,319.67,Bronze
D0307,Stacie,Patel,ricky12@hotmail.com,Other,2021-05-21,True,8397.17,Gold
D0308,Kimberly,Mclean,clarkvictoria@rogers.net,Other,2025-01-23,False,7091.94,Gold
D0309,Michele,Walker,xlyons@walsh.org,Male,2020-10-17,False,5735.92,Gold
D0310,Steven,Salas,westtanya@williams-brown.net,Other,2022-06-01,True,4909.25,Silver
D0311,Kyle,Lara,fbrown@gmail.com,Female,2022-11-09,True,1589.65,Silver
D0312,Lindsay,Carlson,frankkatherine@hotmail.com,Other,2021-09-23,False,4753.25,Silver
D0313,Nicholas,Leon,pleblanc@acevedo-delacruz.com,Female,2024-06-08,False,2895.55,Silver
D0314,Felicia,Austin,victoria05@guzman.biz,Other,2025-04-13,False,4626.63,Silver
D0315,Pamela,Murillo,belinda90@gmail.com,Other,2020-08-21,True,3649.03,Silver
D0316,Julie,Morrison,danielroberts@hotmail.com,Female,2023-07-03,False,2247.82,Silver
D0317,Lauren,Maxwell,pphelps@gmail.com,Female,2022-11-23,False,2146.6,Silver
D0318,David,Miller,elizabeth18@yahoo.com,Other,2025-02-08,False,9351.7,Gold
D0319,Pamela,Todd,steven46@hopkins.org,Male,2022-11-22,False,9487.45,Gold
D0320,Kimberly,Yoder,joseph46@solis-garcia.com,Other,2025-04-08,True,3427.72,Silver
D0321,Lisa,Hall,brownvictoria@yahoo.com,Other,2020-08-18,False,7022.44,Gold
D0322,Veronica,Walters,emcmillan@hotmail.com,Other,2022-02-15,True,6366.7,Gold
D0323,Ronnie,Baird,allensmith@yahoo.com,Male,2021-10-09,False,693.96,Bronze
D0324,Nicole,Thornton,qjohnson@gmail.com,Male,2024-12-07,False,1433.49,Silver
D0325,Harold,Brown,maylisa@hernandez.com,Other,2022-10-21,False,5613.5,Gold
D0326,Russell,Morris,lindsaymills@hotmail.com,Male,2024-10-02,False,206.28,Bronze
D0327,Andrew,Wilson,williemccarthy@hotmail.com,Female,2021-07-03,False,2098.22,Silver
D0328,Nancy,Duffy,johnny08@hotmail.com,Male,2024-09-01,True,9069.62,Gold
D0329,Kimberly,Mercer,tlandry@hotmail.com,Male,2020-11-16,True,9147.74,Gold
D0330,Christopher,Gilbert,lindablair@hotmail.com,Other,2021-04-07,True,1574.5,Silver
D0331,Cassandra,White,pearsonjames@yahoo.com,Male,2022-12-20,False,5926.43,Gold
D0332,Marcus,Green,katiewilliams@ruiz.info,Male,2023-06-18,True,3823.71,Silver
D0333,Jonathan,Watson,gregoryjimmy@hotmail.com,Female,2024-06-06,False,7710.27,Gold
D0334,Jerry,Clark,kim71@hotmail.com,Other,2022-09-08,False,1287.67,Silver
D0335,Tamara,Davidson,joseph47@parks.biz,Male,2022-12-11,True,8757.81,Gold
D0336,Denise,Rodriguez,frankjohnson@hotmail.com,Other,2023-03-29,True,4197.59,Silver
D0337,Jessica,Dunlap,tiffany10@howell.net,Male,2020-09-12,False,7885.61,Gold
D0338,Rhonda,Rich,cruzandrew@hotmail.com,Male,2022-03-23,False,441.87,Bronze
D0339,Amber,Young,cfranklin@gmail.com,Female,2021-03-21,False,8153.11,Gold
D0340,Lisa,Cole,michelle34@williamson.com,Male,2023-08-06,True,675.21,Bronze
D0341,Rebecca,Clark,eric20@yahoo.com,Female,2023-01-03,True,4480.24,Silver
D0342,Todd,Harris,jason68@yahoo.com,Male,2020-09-23,False,3500.11,Silver
D0343,Crystal,Collins,tara02@yahoo.com,Female,2022-05-27,False,2634.0,Silver
D0344,Haley,Perez,julie43@yahoo.com,Other,2020-11-13,True,9492.45,Gold
D0345,Emily,Jennings,mparker@hart-davis.info,Other,2023-12-03,True,226.08,Bronze
D0346,Kenneth,Ford,dickersonemily@yahoo.com,Other,2022-06-15,True,908.28,Bronze
D0347,Daniel,Jimenez,jacquelinebuchanan@gmail.com,Male,2021-10-22,False,8325.92,Gold
D0348,Cameron,Williams,mgraham@hotmail.com,Female,2022-10-14,True,2062.4,Silver
D0349,Rebecca,Ortiz,belinda66@yahoo.com,Male,2022-01-22,True,3141.35,Silver
D0350,Richard,Smith,yturner@fletcher.com,Female,2021-09-21,True,5642.4,Gold
D0351,John,Booker,christina61@arroyo-sexton.com,Male,2022-10-12,False,5687.63,Gold
D0352,Steven,Brown,timothybrown@chen.com,Other,2025-02-13,True,1992.11,Silver
D0353,Alejandro,James,bryan57@gmail.com,Male,2020-11-12,False,874.63,Bronze
D0354,Jasmine,Bowman,brandon42@yahoo.com,Male,2024-09-29,False,3476.07,Silver
D0355,Glen,Gardner,durhammaurice@mccoy-chase.com,Male,2022-02-13,False,9203.05,Gold
D0356,Matthew,Paul,rodriguezsavannah@burns-peterson.org,Female,2021-12-24,False,9115.71,Gold
D0357,Dustin,Taylor,kyleromero@russell.com,Female,2024-10-29,False,2446.21,Silver
D0358,Derek,Bradley,bethoneal@reeves.org,Female,2021-09-28,True,2096.25,Silver
D0359,Alicia,Moore,rebecca79@campbell-bautista.com,Female,2021-11-11,False,3034.13,Silver
D0360,Brian,Pierce,kscott@friedman-soto.com,Other,2022-05-06,False,1171.05,Silver
D0361,Alexandra,Patterson,kellygarza@gmail.com,Female,2021-03-28,True,5268.44,Gold
D0362,Sarah,Pace,andre93@drake-robinson.com,Female,2023-08-26,True,9705.6,Gold
D0363,Colleen,Vazquez,kinggina@cole.com,Male,2021-12-25,True,1262.26,Silver
D0364,Virginia,Boyer,robin16@nguyen-holmes.com,Other,2025-04-20,True,5283.54,Gold
D0365,Abigail,Dodson,william25@gmail.com,Male,2023-06-16,False,9793.88,Gold
D0366,Matthew,Grant,obrown@garcia.info,Other,2023-09-10,False,5310.14,Gold
D0367,David,Richards,lyonsmegan@kim.biz,Female,2022-10-02,False,2398.84,Silver
D0368,Christopher,Snow,goodmelanie@matthews.biz,Male,2025-05-04,True,3796.75,Silver
D0369,David,Ross,alexander84@hotmail.com,Other,2020-11-06,False,7116.44,Gold
D0370,Michael,Watts,valenzuelalaura@johnson.net,Other,2025-03-11,True,7818.12,Gold
D0371,Darren,Atkins,mary00@crosby-lee.org,Other,2020-12-09,False,9728.0,Gold
D0372,Andrew,West,wperez@gibson-arnold.info,Female,2022-02-09,False,7702.07,Gold
D0373,Rose,Poole,achapman@ayers.com,Other,2024-06-06,True,3393.08,Silver
D0374,David,Lopez,ahardin@palmer.info,Male,2024-11-30,False,3829.18,Silver
D0375,John,Rodriguez,jpoole@wilson.biz,Male,2024-03-20,True,7733.63,Gold
D0376,Michael,Morales,jennifer26@taylor.com,Male,2021-06-04,True,9179.42,Gold
D0377,Christopher,Clark,david69@hotmail.com,Other,2021-08-18,False,7860.54,Gold
D0378,Meagan,Wright,gavin42@yahoo.com,Other,2021-07-16,False,4861.42,Silver
D0379,Thomas,Jones,ubond@nash.org,Other,2021-05-05,True,9964.89,Gold
D0380,Ryan,Phillips,jamie80@smith.info,Other,2024-12-24,True,6493.91,Gold
D0381,Mary,Hill,amysmith@frazier-walker.com,Other,2024-12-26,False,3580.91,Silver
D0382,Douglas,Jefferson,jennifernguyen@yahoo.com,Male,2021-08-05,True,328.71,Bronze
D0383,Christine,Church,nicholas01@fowler.com,Male,2022-05-24,False,4753.56,Silver
D0384,Tony,Cruz,hernandezmichael@knight-mendez.info,Male,2021-09-07,True,3943.34,Silver
D0385,Ricky,Martin,nancyrodriguez@mendez-hoffman.info,Male,2024-09-01,False,8303.95,Gold
D0386,Tonya,Mathis,ronaldpayne@burns.com,Other,2023-02-08,True,3917.32,Silver
D0387,Kristie,Joseph,jennifershaw@gmail.com,Other,2025-04-10,True,4428.2,Silver
D0388,Derek,Washington,collinsjoshua@hotmail.com,Other,2024-04-29,True,3485.81,Silver
D0389,Alexander,Norris,kbrooks@hotmail.com,Female,2020-10-15,False,1727.74,Silver
D0390,Ann,Gregory,lori87@yahoo.com,Other,2024-06-25,False,4835.54,Silver
D0391,Timothy,Jackson,atkinsondanielle@bradley-gardner.com,Other,2022-03-29,True,1063.83,Silver
D0392,Ryan,May,jonathan95@yahoo.com,Female,2020-05-27,False,6915.2,Gold
D0393,Lucas,Flores,jjennings@bell.org,Female,2020-08-13,True,4114.56,Silver
D0394,Samantha,Brown,jamesclark@gmail.com,Male,2020-10-08,True,1992.95,Silver
D0395,Vincent,Ellis,christinahuang@fry.com,Female,2024-10-03,False,5520.38,Gold
D0396,Hector,Williams,daniel31@anderson-vazquez.org,Other,2024-05-18,True,1918.84,Silver
D0397,Amanda,Shaffer,cochrankathryn@yahoo.com,Other,2022-12-09,True,2912.8,Silver
D0398,Julie,Barnes,baldwinmichael@hotmail.com,Other,2021-01-23,True,9855.72,Gold
D0399,Amanda,Hayes,ramossean@hotmail.com,Male,2021-09-09,True,3142.64,Silver
D0400,David,Morales,danieljohnson@gmail.com,Male,2022-05-15,True,8730.87,Gold
D0401,Michael,Ewing,karendean@gmail.com,Other,2020-08-14,False,4944.69,Silver
D0402,Micheal,Vega,theresa79@yahoo.com,Male,2022-04-05,True,7930.58,Gold
D0403,Preston,Castillo,mary08@hotmail.com,Male,2024-02-16,False,8791.38,Gold
D0404,Marcus,Cook,fhayes@yahoo.com,Female,2020-06-21,True,341.98,Bronze
D0405,Lisa,Klein,westandre@gmail.com,Other,2022-08-09,False,9049.53,Gold
D0406,Cynthia,Glover,christophermurray@nelson.com,Female,2020-10-14,False,4659.46,Silver
D0407,Michael,Nielsen,mikehampton@yahoo.com,Female,2025-05-07,True,4779.63,Silver
D0408,Kyle,Parks,dennis02@jones.net,Other,2021-10-13,False,2362.94,Silver
D0409,Eric,Schaefer,krista37@gmail.com,Female,2025-01-04,False,9735.4,Gold
D0410,Patrick,Wilson,gabriellekeller@roberts-cummings.com,Female,2023-06-29,False,8760.51,Gold
D0411,Robin,George,jwebb@gmail.com,Male,2024-12-16,False,5567.22,Gold
D0412,Tracy,Ho,roblestroy@kidd-williams.info,Female,2023-10-13,True,3233.8,Silver
D0413,Ebony,Gray,christopher04@young.com,Other,2022-03-16,False,219.96,Bronze
D0414,Kevin,Wells,allencaitlin@yahoo.com,Female,2022-08-28,False,6023.7,Gold
D0415,Jessica,Yu,billy52@gmail.com,Male,2020-09-16,False,848.5,Bronze
D0416,Dana,Ward,huntermichael@smith.com,Male,2022-07-28,True,8972.55,Gold
D0417,David,Berry,hflynn@hotmail.com,Male,2022-02-12,True,7384.4,Gold
D0418,Nathaniel,Cox,thomasbaldwin@gmail.com,Female,2024-07-07,False,7426.49,Gold
D0419,Nancy,Pennington,gina16@gmail.com,Other,2024-08-25,True,2311.18,Silver
D0420,Sharon,Martin,prichard@hotmail.com,Female,2021-03-01,False,5034.42,Gold
D0421,Philip,Pham,megan25@gmail.com,Other,2023-09-21,False,2020.33,Silver
D0422,Stephanie,Davenport,keithjames@sparks.com,Other,2022-01-11,False,7794.17,Gold
D0423,Jonathan,Anthony,oreynolds@gmail.com,Male,2022-08-24,True,9379.5,Gold
D0424,Carl,Kelley,stephaniebryant@yahoo.com,Male,2020-10-28,False,2481.03,Silver
D0425,Daniel,Kramer,tuckerjulie@hill-morales.com,Male,2022-04-12,False,3369.31,Silver
D0426,Amber,Nelson,esanchez@gmail.com,Other,2022-03-20,True,8333.69,Gold
D0427,Traci,Wallace,leejohnson@yahoo.com,Other,2023-09-04,True,2902.37,Silver
D0428,Kimberly,Diaz,lauren73@hotmail.com,Female,2022-12-24,False,1160.1,Silver
D0429,Chelsea,Stone,caitlyn87@bradford.com,Female,2023-12-30,True,9534.66,Gold
D0430,Cindy,Welch,shermanjasmine@leach.info,Male,2022-12-12,False,2396.84,Silver
D0431,Lindsey,Torres,sreyes@martin.com,Other,2022-04-15,False,2692.35,Silver
D0432,Erika,Meyers,qjohnson@horne-burke.org,Female,2024-05-13,True,6493.69,Gold
D0433,Katherine,Perez,ahendricks@hotmail.com,Male,2024-12-21,False,9726.98,Gold
D0434,John,Herring,andersonkathleen@vance-smith.com,Female,2022-08-18,True,7427.78,Gold
D0435,Mercedes,Brown,cfuller@hotmail.com,Male,2023-10-12,True,6469.58,Gold
D0436,Charlotte,Woods,codyhuang@daniel.com,Other,2023-09-16,False,5079.35,Gold
D0437,Victoria,Wilcox,dunnwilliam@yahoo.com,Female,2021-07-12,True,9415.48,Gold
D0438,Mary,Flowers,cooperrichard@yahoo.com,Female,2023-11-01,False,1666.09,Silver
D0439,Ashley,Sherman,stephanie37@foley-sanchez.net,Other,2023-07-27,True,13.13,Bronze
D0440,Taylor,Rodriguez,russellchristina@harper-charles.org,Other,2023-10-18,True,3110.71,Silver
D0441,Ethan,Shaw,becksheila@hotmail.com,Other,2021-05-21,False,6670.42,Gold
D0442,Patricia,Johnston,lking@roach-brown.org,Other,2024-08-11,False,7695.31,Gold
D0443,Sandra,Watkins,brittany68@rodriguez.org,Other,2022-05-13,True,7358.86,Gold
D0444,Danielle,Meadows,jmoore@malone.biz,Male,2025-03-01,True,6967.95,Gold
D0445,Amy,Contreras,amandahill@gmail.com,Female,2023-06-24,False,2016.89,Silver
D0446,Jamie,Suarez,hatfieldtodd@buchanan.info,Other,2021-06-18,False,9432.47,Gold
D0447,Glenn,Williams,haynessamantha@kennedy.com,Other,2021-09-08,False,6724.53,Gold
D0448,Benjamin,Flores,smorrison@yahoo.com,Other,2025-01-26,False,7522.01,Gold
D0449,Theresa,Williams,xellison@brewer-huffman.com,Female,2022-12-11,False,980.96,Bronze
D0450,Tony,Woodard,briananderson@jackson-brown.net,Other,2024-07-25,True,8668.45,Gold
D0451,Amy,Gilbert,dphillips@yahoo.com,Other,2023-06-26,True,8215.19,Gold
D0452,Jessica,Reeves,gnichols@grant-drake.info,Male,2024-11-16,True,6931.38,Gold
D0453,Juan,Wade,scottjennifer@gmail.com,Female,2021-03-11,False,3564.08,Silver
D0454,Amy,Meyers,djohnson@richardson.com,Male,2023-03-02,False,1871.96,Silver
D0455,Sheila,Padilla,ybarnett@sanchez.info,Female,2023-01-06,False,4250.74,Silver
D0456,Bradley,Stewart,williamssummer@steele.com,Other,2024-08-01,False,1114.02,Silver
D0457,Kelli,Parker,plowe@hotmail.com,Female,2022-09-22,False,830.29,Bronze
D0458,Tony,Fisher,sandra28@edwards.com,Other,2023-08-19,True,8783.6,Gold
D0459,Amber,Browning,fhendrix@lopez-welch.com,Female,2025-05-26,False,9895.06,Gold
D0460,Ann,Avila,rodriguezdaniel@gmail.com,Female,2023-05-16,True,5895.33,Gold
D0461,Timothy,Ray,arichardson@yahoo.com,Other,2021-08-29,True,8890.5,Gold
D0462,Chase,Simmons,cherylrodriguez@gmail.com,Male,2021-03-29,True,2115.13,Silver
D0463,Tina,Matthews,debra78@hotmail.com,Female,2024-12-29,False,207.85,Bronze
D0464,Elizabeth,Alvarado,thompsondonna@jones.com,Male,2025-03-31,False,7873.07,Gold
D0465,Gregory,Jackson,dkeith@hotmail.com,Male,2021-02-05,False,4575.45,Silver
D0466,Michael,Christian,josephchase@may-marsh.com,Other,2021-06-08,True,788.88,Bronze
D0467,Debra,Savage,choffman@gmail.com,Female,2022-09-08,False,4152.72,Silver
D0468,Cheryl,Watts,ihenry@gmail.com,Other,2022-03-04,False,5940.99,Gold
D0469,William,Kennedy,leah70@yahoo.com,Male,2021-03-07,False,1338.42,Silver
D0470,Tanya,Johnson,qallen@yahoo.com,Other,2022-05-29,True,9289.37,Gold
D0471,Stephen,Johnson,nicholas11@gmail.com,Other,2020-07-29,True,5332.01,Gold
D0472,Tracy,Rodriguez,christopher47@yahoo.com,Female,2022-11-06,False,1642.05,Silver
D0473,Jose,Johnson,fvasquez@gmail.com,Other,2023-12-27,True,7178.24,Gold
D0474,Jason,Bishop,shawnajohnson@avila.biz,Female,2021-07-02,False,2201.84,Silver
D0475,Mario,Sims,brownrandy@thompson-parker.com,Female,2025-04-06,False,9850.57,Gold
D0476,Jennifer,Weeks,xdavis@adkins.com,Male,2022-03-23,True,7051.45,Gold
D0477,Meagan,Young,masonjennifer@newton.com,Male,2023-07-07,True,5311.99,Gold
D0478,Richard,Kelly,ericestes@gmail.com,Male,2022-09-04,False,9151.18,Gold
D0479,Charles,Vega,karengoodman@stout.com,Other,2022-08-05,True,8952.73,Gold
D0480,Erica,Wilson,patriciacarlson@medina.com,Other,2024-11-24,True,2423.82,Silver
D0481,Patrick,Marquez,brandondavidson@yahoo.com,Male,2023-01-02,False,9400.12,Gold
D0482,Christopher,Harris,tjones@hotmail.com,Male,2024-09-23,False,4014.68,Silver
D0483,Jason,Wright,sean33@hotmail.com,Male,2022-12-27,False,3818.93,Silver
D0484,Leah,Collins,alexis78@gmail.com,Male,2024-05-20,True,4058.29,Silver
D0485,Lori,Johnson,uedwards@hotmail.com,Male,2022-11-05,False,543.49,Bronze
D0486,Kimberly,Mason,scott06@gmail.com,Other,2023-10-15,True,5696.38,Gold
D0487,Jacqueline,Smith,virginia54@rojas.info,Other,2023-07-15,False,3309.97,Silver
D0488,Kelly,Ayala,cynthiaporter@glover-miller.net,Female,2024-10-23,True,4126.37,Silver
D0489,Laura,Holland,hernandezjohn@smith.com,Female,2022-08-26,True,4820.57,Silver
D0490,Tammy,Roberts,anthonybryant@campos.biz,Other,2024-03-13,False,893.37,Bronze
D0491,Nicholas,Johnson,richardsjoseph@gmail.com,Other,2020-08-20,False,5923.23,Gold
D0492,Travis,Fox,joann38@gmail.com,Female,2022-12-20,False,8318.51,Gold
D0493,Charles,Hamilton,steven45@riley.info,Other,2021-12-02,True,5706.14,Gold
D0494,Steven,Vance,graykaylee@yahoo.com,Male,2021-02-28,True,5901.53,Gold
D0495,Dalton,Crawford,evangallagher@perez.net,Female,2023-03-26,True,8496.41,Gold
D0496,Douglas,Barnett,judygarcia@smith-hernandez.org,Male,2020-08-26,False,9934.94,Gold
D0497,Lori,Hernandez,janice18@yahoo.com,Other,2022-01-26,True,5601.64,Gold
D0498,Jennifer,Williams,jeremybennett@hotmail.com,Other,2025-03-17,False,439.35,Bronze
D0499,Lori,Charles,smithmichele@hunt.com,Female,2023-07-17,False,6686.3,Gold
D0500,Alexis,Campos,perrycory@ellis.com,Other,2023-05-09,False,1287.91,Silver
D0501,Paul,Smith,codyjones@gmail.com,Other,2024-07-04,False,2647.21,Silver
D0502,Dana,Lloyd,christopher68@yahoo.com,Other,2022-09-05,True,9786.93,Gold
D0503,Wendy,Lawson,gcoleman@howard.net,Female,2021-09-04,False,6535.07,Gold
D0504,Levi,Cortez,zcohen@hotmail.com,Male,2022-10-01,False,8916.29,Gold
D0505,David,Singleton,vdavidson@gmail.com,Female,2023-05-17,True,6030.78,Gold
D0506,Jessica,Dunlap,dana77@gmail.com,Male,2021-02-16,True,3186.55,Silver
D0507,Heather,Terry,jenniferdougherty@yahoo.com,Other,2025-05-17,True,1152.82,Silver
D0508,Michael,Taylor,murrayjoshua@poole.org,Female,2022-07-09,False,4866.17,Silver
D0509,Karen,Green,amy22@olson-phillips.com,Other,2022-05-12,False,6910.46,Gold
D0510,Patricia,Cortez,wenglish@gmail.com,Female,2023-02-26,False,6433.94,Gold
D0511,Eric,Fowler,bhamilton@cobb-hall.net,Other,2020-12-16,True,2347.91,Silver
D0512,Allison,Williams,mcdonaldnicholas@ramsey.org,Male,2020-10-28,False,2035.2,Silver
D0513,Morgan,Knox,johnbryan@yahoo.com,Other,2023-06-10,True,9685.72,Gold
D0514,Michael,Cruz,hudsonpaul@gmail.com,Female,2021-12-18,True,6867.96,Gold
D0515,Steven,Miles,travis85@hotmail.com,Other,2021-09-12,True,2338.75,Silver
D0516,Stephen,Lopez,kavila@hotmail.com,Female,2021-10-09,True,7723.09,Gold
D0517,Dominique,Adams,campbellwilliam@hamilton-williamson.com,Male,2022-06-08,True,9961.27,Gold
D0518,Scott,Odom,kelsey65@farmer-sanchez.com,Female,2021-07-10,False,9664.09,Gold
D0519,Sarah,Everett,yserrano@hotmail.com,Other,2023-09-28,True,7858.81,Gold
D0520,Mark,Williams,heathersmith@yahoo.com,Male,2021-06-05,False,8670.86,Gold
D0521,Matthew,Walton,qguzman@simon-padilla.com,Female,2025-03-08,True,4649.81,Silver
D0522,Susan,Griffin,newmanbrittany@jones-wilson.net,Male,2023-01-03,True,1960.27,Silver
D0523,Keith,Randolph,brennanmegan@gmail.com,Male,2023-08-28,False,797.6,Bronze
D0524,Rodney,Sparks,jesse64@jimenez.biz,Other,2022-05-27,False,4716.59,Silver
D0525,Cynthia,Scott,johnsonsusan@hunt.com,Other,2022-01-01,True,3818.48,Silver
D0526,Brooke,Dean,ismith@perez.com,Male,2023-06-09,False,4883.01,Silver
D0527,Katelyn,Owens,mcbridepatrick@villarreal-anderson.com,Female,2021-10-12,True,7870.95,Gold
D0528,Danielle,Alexander,oluna@jackson.com,Male,2023-06-03,False,925.46,Bronze
D0529,Dean,Ward,singhtracy@gmail.com,Male,2020-08-19,False,5644.93,Gold
D0530,Charles,Warren,urobinson@hubbard.com,Other,2022-02-11,True,3375.4,Silver
D0531,Paul,Smith,spearson@hotmail.com,Other,2022-09-03,True,6461.91,Gold
D0532,Tanya,Crane,travissanchez@baker.com,Other,2024-05-11,True,965.96,Bronze
D0533,Holly,Strickland,kimberly38@gmail.com,Male,2023-08-27,False,3818.01,Silver
D0534,Daniel,Simmons,andrewrocha@hotmail.com,Female,2020-09-01,False,9585.48,Gold
D0535,James,Perez,zreynolds@gmail.com,Male,2021-11-15,False,3036.3,Silver
D0536,Kimberly,Garcia,vflores@mason.org,Male,2023-10-20,True,8259.75,Gold
D0537,Donald,Perez,qgomez@yahoo.com,Female,2022-05-23,True,5728.65,Gold
D0538,Melissa,Brown,timothymolina@hancock.com,Other,2022-08-30,False,1383.37,Silver
D0539,Claire,Phillips,juliewest@yahoo.com,Male,2021-08-18,False,1796.78,Silver
D0540,Daniel,Wade,bridgetdavis@lawrence-torres.net,Female,2024-06-13,True,308.27,Bronze
D0541,Robert,Howard,schultzkathleen@hotmail.com,Male,2020-11-12,False,7999.17,Gold
D0542,Alyssa,Kennedy,novaksarah@lozano.biz,Other,2020-09-15,False,1985.32,Silver
D0543,Nathan,Smith,katherineflowers@cruz.info,Other,2022-04-09,True,3854.03,Silver
D0544,Sarah,Smith,julianbeck@gmail.com,Female,2020-12-19,False,2439.11,Silver
D0545,Nancy,Moore,leedeborah@hotmail.com,Other,2022-05-16,True,6494.54,Gold
D0546,Raymond,Sandoval,david47@williams.com,Other,2024-02-06,False,1181.45,Silver
D0547,Toni,Patterson,dana48@johnson.org,Female,2024-12-07,False,9096.85,Gold
D0548,Robert,Bond,courtneymerritt@harper.com,Other,2023-10-30,False,5579.87,Gold
D0549,Stephen,Anderson,robertscassandra@hotmail.com,Female,2021-01-17,True,8395.7,Gold
D0550,Lisa,Moore,christopher35@reyes-nelson.biz,Male,2022-10-31,False,698.55,Bronze
D0551,Bryce,Morrison,swansonjeffrey@brown.com,Female,2025-01-27,False,9846.64,Gold
D0552,Christopher,Leon,stevenromero@bowman.com,Female,2023-08-25,True,2291.55,Silver
D0553,Craig,Lyons,butlerpeter@hotmail.com,Female,2021-10-20,True,3355.12,Silver
D0554,James,Lawson,ucarson@martinez.com,Other,2022-09-05,False,836.45,Bronze
D0555,Rachel,Smith,james02@yahoo.com,Female,2020-12-28,False,6102.92,Gold
D0556,Steven,Short,julia77@yahoo.com,Male,2021-02-20,True,6502.27,Gold
D0557,Kevin,Harris,ryancindy@strong-dunn.net,Other,2024-10-12,True,514.55,Bronze
D0558,Jasmine,Smith,bstanley@hotmail.com,Female,2024-07-03,True,391.47,Bronze
D0559,Karen,Williams,kristin28@perez.com,Female,2021-07-18,False,7066.08,Gold
D0560,Vanessa,Case,cassiemiller@gregory.com,Other,2022-11-23,True,9773.93,Gold
D0561,Angela,Mitchell,thomasandrews@yahoo.com,Other,2021-08-24,True,4025.49,Silver
D0562,Jessica,Ryan,scott73@gmail.com,Other,2023-01-30,False,8363.22,Gold
D0563,Morgan,Martin,jody20@yahoo.com,Other,2025-01-31,True,6655.92,Gold
D0564,Barbara,Palmer,lryan@reyes.info,Other,2023-04-10,True,8522.7,Gold
D0565,Tina,Nelson,aaronknapp@gill.org,Other,2024-02-19,True,9312.47,Gold
D0566,Shannon,Acosta,anabautista@yahoo.com,Female,2025-04-09,True,3314.87,Silver
D0567,Zachary,Lopez,desireecox@hotmail.com,Male,2021-10-28,False,328.38,Bronze
D0568,Adam,Estes,deanna87@chavez.com,Male,2020-07-19,True,8125.46,Gold
D0569,Cynthia,Brown,brittanywright@hotmail.com,Other,2023-11-17,True,9941.83,Gold
D0570,Carol,Smith,zknox@gmail.com,Male,2023-07-18,False,7837.93,Gold
D0571,Joseph,Scott,jblake@smith.com,Female,2022-01-25,True,7583.18,Gold
D0572,Erik,Wagner,john22@gmail.com,Male,2023-07-01,True,1492.19,Silver
D0573,Kevin,Martin,joseph49@graves.net,Male,2024-01-06,False,3308.08,Silver
D0574,Brian,Barr,stephanie11@smith.biz,Female,2025-02-12,False,6269.24,Gold
D0575,Jerry,Davis,abest@johnson.com,Female,2023-09-27,True,5797.95,Gold
D0576,Donna,Martinez,teresa01@gmail.com,Other,2023-10-21,True,9787.48,Gold
D0577,Ashley,Robertson,charles67@carlson-delgado.net,Female,2023-05-26,True,3682.8,Silver
D0578,Heather,Zimmerman,carpenterdeborah@ford.net,Male,2024-12-05,False,187.92,Bronze
D0579,Kelsey,Thompson,lindamartinez@hotmail.com,Male,2022-01-11,True,4643.34,Silver
D0580,Joshua,Duncan,janice90@mills-stevens.com,Male,2022-02-12,False,582.42,Bronze
D0581,Vanessa,Morales,scott20@yahoo.com,Male,2024-02-07,False,2975.27,Silver
D0582,Gregory,Baird,danadawson@yahoo.com,Other,2022-09-04,False,5583.63,Gold
D0583,Cheryl,Aguilar,steven86@yahoo.com,Female,2020-07-23,False,3097.8,Silver
D0584,Kenneth,Kelley,rebeccathompson@gmail.com,Male,2021-09-08,True,862.03,Bronze
D0585,Candace,Nelson,phillipswendy@strickland.com,Female,2022-09-19,False,7531.34,Gold
D0586,Stefanie,Cole,kylebradley@gmail.com,Female,2021-07-28,False,8132.7,Gold
D0587,Patrick,Taylor,fosterveronica@ramirez.org,Other,2022-09-24,False,9279.99,Gold
D0588,Michael,Jacobs,amanda14@oneill.com,Female,2024-04-27,True,7350.73,Gold
D0589,Monica,Knox,oscar65@hotmail.com,Other,2024-09-07,False,9091.66,Gold
D0590,Cynthia,Perkins,jamescharles@morales.net,Other,2020-05-28,False,209.87,Bronze
D0591,Tony,Ryan,thiggins@owen.com,Other,2024-06-05,True,6426.69,Gold
D0592,Vincent,Lewis,connie46@spencer.com,Other,2021-11-27,False,6839.65,Gold
D0593,Katherine,Wood,pshields@gmail.com,Male,2022-11-21,True,9341.0,Gold
