donation_id,donor_id,campaign_id,donation_date,amount,method,status,first_name,last_name,email,gender,join_date,alumni_status,total_gifts,donor_tier,name,type,start_date,manager,end_date,goal_amount,donation_month,donation_year,percent_of_goal,donation_success_flag
DON00850,D0342,CAMP025,2024-12-22,3640.13,Online,Completed,Todd,Harris,jason68@yahoo.com,Male,2020-09-23,False,3500.11,Silver,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2024-12,2024,1.6474978388677932,1
DON00851,D0953,CAMP008,2022-02-08,3356.86,Cash,Completed,Ann,Morrison,danny48@willis-anderson.com,Other,2022-05-24,True,5138.24,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2022-02,2022,1.5605898596944705,1
DON00852,D0210,CAMP020,2020-10-07,4693.59,Check,Refunded,Jamie,Mcdowell,aaron08@gmail.com,Male,2023-06-17,False,5828.85,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2020-10,2020,2.185993330600991,0
DON00853,D0265,CAMP022,2020-08-07,2397.92,Cash,Refunded,Virginia,Cruz,kevin64@hotmail.com,Male,2024-07-26,True,803.74,Bronze,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2020-08,2020,1.39825300010496,0
DON00854,D0840,CAMP010,2024-07-25,3001.67,Check,Failed,Alison,Walker,martinezmichael@hotmail.com,Female,2023-08-29,True,1873.38,Silver,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2024-07,2024,1.745329480239326,0
DON00855,D0913,CAMP023,2024-03-28,792.06,Online,Completed,Timothy,Lara,grantchristopher@hotmail.com,Female,2023-05-17,True,7384.51,Gold,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2024-03,2024,1.8860816763900463,1
DON00856,D0777,CAMP013,2023-04-13,2262.61,Cash,Failed,Craig,Lee,davidhale@frank.info,Female,2023-06-13,True,7681.65,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2023-04,2023,1.566264476425837,0
DON00857,D0896,CAMP015,2020-06-10,3939.67,Cash,Completed,Catherine,Daniels,lisawilson@gmail.com,Male,2022-07-18,False,3353.92,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2020-06,2020,2.3296768928731932,1
DON00858,D0264,CAMP001,2020-08-07,1458.57,Check,Failed,Katherine,Ellis,smithmarie@gibson.com,Female,2022-08-24,True,4332.94,Silver,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2020-08,2020,0.670267910482055,0
DON00859,D0206,CAMP020,2023-01-30,4468.01,Cash,Completed,Joyce,Williams,rebecca99@sutton.com,Male,2024-05-20,False,6309.28,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2023-01,2023,2.080931666604568,1
DON00860,D0499,CAMP020,2023-03-17,2935.71,Check,Failed,Lori,Charles,smithmichele@hunt.com,Female,2023-07-17,False,6686.3,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2023-03,2023,1.3672780282424828,0
DON00861,D0329,CAMP023,2024-08-13,1437.69,Check,Failed,Kimberly,Mercer,tlandry@hotmail.com,Male,2020-11-16,True,9147.74,Gold,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2024-08,2024,3.4234789855935235,0
DON00862,D0821,CAMP005,2023-03-08,760.4,Online,Failed,David,Sheppard,williamstyrone@hotmail.com,Other,2023-05-11,True,1112.25,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2023-03,2023,0.4010929307634691,0
DON00863,D0540,CAMP001,2020-11-18,3654.91,Cash,Refunded,Daniel,Wade,bridgetdavis@lawrence-torres.net,Female,2024-06-13,True,308.27,Bronze,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2020-11,2020,1.6795689536326455,0
DON00864,D0098,CAMP010,2025-01-10,4243.64,Credit Card,Refunded,Amanda,Robinson,dschwartz@hall-mendez.com,Male,2023-07-08,True,8705.52,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2025-01,2025,2.4674764366245503,0
DON00865,D0366,CAMP024,2023-11-25,1523.87,Check,Failed,Matthew,Grant,obrown@garcia.info,Other,2023-09-10,False,5310.14,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2023-11,2023,1.622346428191206,0
DON00866,D0441,CAMP025,2021-11-21,3087.89,Credit Card,Failed,Ethan,Shaw,becksheila@hotmail.com,Other,2021-05-21,False,6670.42,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2021-11,2021,1.3975578074578296,0
DON00867,D0363,CAMP025,2023-12-01,1030.88,Cash,Failed,Colleen,Vazquez,kinggina@cole.com,Male,2021-12-25,True,1262.26,Silver,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2023-12,2023,0.4665692082788336,0
DON00868,D0077,CAMP022,2021-01-01,3000.61,Check,Completed,Stephen,Long,aprilcarter@powers.com,Other,2022-04-17,False,2990.18,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2021-01,2021,1.7496880357330287,1
DON00869,D0827,CAMP001,2024-01-05,1895.85,Check,Completed,Gerald,Cruz,janderson@clark-sanchez.biz,Other,2023-06-13,False,5108.52,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-01,2024,0.8712145581544966,1
DON00870,D0950,CAMP010,2024-06-23,3850.51,Online,Failed,Savannah,Ryan,sotojessica@yahoo.com,Female,2022-11-27,True,5253.7,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2024-06,2024,2.2388898902798533,0
DON00871,D0878,CAMP016,2023-03-23,3271.39,Online,Completed,Kathy,Evans,lindsayanderson@gmail.com,Female,2023-05-28,True,2970.6,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2023-03,2023,1.85316376819804,1
DON00872,D0179,CAMP003,2020-10-09,4878.83,Check,Failed,Jon,Vargas,timothy90@vincent.com,Female,2022-03-08,False,7454.15,Gold,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2020-10,2020,10.282260953866256,0
DON00873,D0194,CAMP008,2022-03-23,1516.91,Check,Failed,Diana,Hill,jesserivera@gmail.com,Other,2022-07-29,True,7747.2,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2022-03,2022,0.7052049725246627,0
DON00874,D0581,CAMP024,2021-06-03,1918.47,Credit Card,Failed,Vanessa,Morales,scott20@yahoo.com,Male,2024-02-07,False,2975.27,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2021-06,2021,2.0424465027147876,0
DON00875,D0379,CAMP025,2024-09-26,3564.58,Check,Refunded,Thomas,Jones,ubond@nash.org,Other,2021-05-05,True,9964.89,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2024-09,2024,1.6133044277186137,0
DON00876,D0914,CAMP012,2021-06-14,3623.0,Check,Refunded,William,Parker,chandlerdavid@gmail.com,Male,2025-04-25,True,3826.17,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2021-06,2021,8.212812259146757,0
DON00877,D0008,CAMP018,2022-12-12,2768.06,Credit Card,Failed,Diana,Lee,smithjoshua@dodson-frye.com,Other,2024-05-27,True,5515.99,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2022-12,2022,10.142757685683925,0
DON00878,D0580,CAMP021,2025-04-20,720.78,Cash,Failed,Joshua,Duncan,janice90@mills-stevens.com,Male,2022-02-12,False,582.42,Bronze,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2025-04,2025,0.291707475009106,0
DON00879,D0450,CAMP021,2024-07-25,3147.94,Cash,Failed,Tony,Woodard,briananderson@jackson-brown.net,Other,2024-07-25,True,8668.45,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2024-07,2024,1.274005423125177,0
DON00880,D0695,CAMP005,2023-01-25,723.58,Credit Card,Failed,Kimberly,Lee,amandabrown@yahoo.com,Male,2024-06-07,True,2762.98,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2023-01,2023,0.38167125570993027,0
DON00881,D0988,CAMP011,2021-09-22,2337.77,Online,Failed,John,Phillips,danielgregory@hotmail.com,Other,2023-10-08,True,5245.17,Gold,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2021-09,2021,1.8618006610122246,0
DON00882,D0528,CAMP003,2020-08-19,4947.28,Online,Refunded,Danielle,Alexander,oluna@jackson.com,Male,2023-06-03,False,925.46,Bronze,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2020-08,2020,10.426521106872642,0
DON00883,D0639,CAMP014,2023-08-10,2163.55,Online,Refunded,Miguel,Santiago,rsilva@bartlett.com,Male,2022-04-11,True,591.91,Bronze,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2023-08,2023,2.3636313978259684,0
DON00884,D0990,CAMP010,2023-09-27,2613.29,Online,Refunded,James,Austin,davidcruz@yahoo.com,Other,2025-02-05,False,1565.66,Silver,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2023-09,2023,1.5195048347801818,0
DON00885,D0772,CAMP014,2024-01-11,2143.56,Check,Completed,Tiffany,Romero,salexander@hotmail.com,Male,2021-11-09,False,1825.6,Silver,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2024-01,2024,2.341792756868957,1
DON00886,D0943,CAMP016,2024-09-23,1602.08,Credit Card,Completed,Dawn,King,nthomas@hotmail.com,Male,2023-09-18,False,3860.5,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2024-09,2024,0.907539794935705,1
DON00887,D0460,CAMP024,2023-06-22,1734.27,Credit Card,Refunded,Ann,Avila,rodriguezdaniel@gmail.com,Female,2023-05-16,True,5895.33,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2023-06,2023,1.8463430213989143,0
DON00888,D0732,CAMP015,2022-08-16,4882.19,Cash,Refunded,Kim,Chen,angelica78@gmail.com,Female,2023-02-22,False,3656.13,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2022-08,2022,2.887024859852875,0
DON00889,D0245,CAMP014,2023-11-27,1644.91,Check,Completed,Manuel,Perry,crystalli@torres.org,Other,2021-01-11,True,7346.5,Gold,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2023-11,2023,1.7970284590593764,1
DON00890,D0441,CAMP025,2021-07-20,395.27,Online,Refunded,Ethan,Shaw,becksheila@hotmail.com,Other,2021-05-21,False,6670.42,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2021-07,2021,0.1788964874246998,0
DON00891,D0770,CAMP007,2025-04-23,516.14,Online,Refunded,Brandy,Murray,jamiehughes@hotmail.com,Male,2024-12-13,True,7688.25,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2025-04,2025,0.8599180300556463,0
DON00892,D0369,CAMP014,2021-01-05,3481.21,Online,Failed,David,Ross,alexander84@hotmail.com,Other,2020-11-06,False,7116.44,Gold,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2021-01,2021,3.803146337466543,0
DON00893,D0236,CAMP001,2021-11-25,1422.26,Online,Failed,Ian,Lewis,danny25@meyer.com,Female,2023-02-02,True,3999.13,Silver,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2021-11,2021,0.6535820964110105,0
DON00894,D0612,CAMP024,2024-08-02,251.81,Cash,Refunded,Caroline,Ayers,andrademark@gmail.com,Other,2022-02-15,True,8452.39,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2024-08,2024,0.2680826147130842,0
DON00895,D0651,CAMP019,2021-01-19,898.89,Online,Refunded,Alexander,Carrillo,zrogers@gmail.com,Male,2023-03-03,False,5832.92,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2021-01,2021,1.3361824208820774,0
DON00896,D0895,CAMP021,2020-08-10,1108.33,Credit Card,Failed,Adrian,Drake,carrtricia@james-vance.com,Other,2025-03-20,False,4571.57,Silver,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2020-08,2020,0.44855315876806023,0
DON00897,D0131,CAMP001,2024-09-24,3916.14,Check,Failed,Jamie,Shaw,michelle00@gmail.com,Male,2024-10-20,True,7292.14,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-09,2024,1.7996139883277422,0
DON00898,D0426,CAMP016,2024-12-10,3815.01,Credit Card,Refunded,Amber,Nelson,esanchez@gmail.com,Other,2022-03-20,True,8333.69,Gold,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2024-12,2024,2.161111425819974,0
DON00899,D0285,CAMP014,2024-12-17,36.46,Check,Failed,Mary,Mendoza,jacobclark@gmail.com,Male,2021-01-07,True,2375.71,Silver,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2024-12,2024,0.03983175834380292,0
DON00900,D0232,CAMP007,2020-09-19,1977.01,Online,Refunded,Taylor,Jackson,kgray@hotmail.com,Female,2023-08-17,False,4832.85,Silver,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2020-09,2020,3.293808936723201,0
DON00901,D0476,CAMP002,2020-12-20,3725.63,Online,Refunded,Jennifer,Weeks,xdavis@adkins.com,Male,2022-03-23,True,7051.45,Gold,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2020-12,2020,1.8911443422468581,0
DON00902,D0024,CAMP004,2021-09-02,4665.06,Check,Completed,Shannon,Clark,cookjennifer@bowman.org,Other,2022-10-11,False,1928.82,Silver,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2021-09,2021,1.895010074093332,1
DON00903,D0178,CAMP016,2025-03-18,187.06,Online,Completed,Andrew,Campbell,igonzalez@yahoo.com,Female,2024-03-01,False,7064.27,Gold,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2025-03,2025,0.10596499178609868,1
DON00904,D0663,CAMP011,2020-08-31,3533.74,Online,Completed,Jeffrey,Simpson,westlori@gmail.com,Male,2023-01-18,False,1899.28,Silver,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2020-08,2020,2.814271492852307,1
DON00905,D0906,CAMP018,2022-05-17,3546.05,Check,Failed,Aaron,Barnes,chad99@flores.net,Male,2025-01-04,False,7076.45,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2022-05,2022,12.993477703272141,0
DON00906,D0857,CAMP019,2025-02-07,2411.64,Cash,Failed,Carolyn,Dougherty,jennifer02@gordon-craig.net,Other,2020-08-22,True,351.21,Bronze,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2025-02,2025,3.584855737071336,0
DON00907,D0733,CAMP022,2025-03-22,1133.47,Online,Completed,Daniel,Roth,idavis@weaver-ramos.com,Male,2021-03-03,True,9327.46,Gold,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2025-03,2025,0.6609385751104995,1
DON00908,D0327,CAMP017,2020-10-28,613.89,Credit Card,Refunded,Andrew,Wilson,williemccarthy@hotmail.com,Female,2021-07-03,False,2098.22,Silver,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2020-10,2020,0.7078908222921784,0
DON00909,D0557,CAMP002,2021-02-13,1623.23,Online,Completed,Kevin,Harris,ryancindy@strong-dunn.net,Other,2024-10-12,True,514.55,Bronze,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2021-02,2021,0.8239578891799151,1
DON00910,D0124,CAMP012,2024-10-16,2472.06,Online,Refunded,Laura,Rodriguez,sylviarivera@bennett-zimmerman.biz,Female,2021-10-29,True,7718.53,Gold,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2024-10,2024,5.603799247404452,0
DON00911,D0635,CAMP012,2025-02-02,4542.47,Online,Completed,Angela,Hernandez,kiddamanda@chavez.info,Other,2024-11-29,False,7340.85,Gold,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2025-02,2025,10.297116561635763,1
DON00912,D0810,CAMP006,2021-01-06,4175.46,Check,Failed,Taylor,Allen,betty17@smith.info,Male,2022-11-18,True,9827.54,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2021-01,2021,9.549365351629504,0
DON00913,D0389,CAMP005,2024-10-20,2485.5,Online,Refunded,Alexander,Norris,kbrooks@hotmail.com,Female,2020-10-15,False,1727.74,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2024-10,2024,1.311042187549451,0
DON00914,D0577,CAMP021,2023-05-15,3205.47,Check,Failed,Ashley,Robertson,charles67@carlson-delgado.net,Female,2023-05-26,True,3682.8,Silver,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2023-05,2023,1.2972884374114695,0
DON00915,D0548,CAMP016,2022-05-08,1429.61,Check,Completed,Robert,Bond,courtneymerritt@harper.com,Other,2023-10-30,False,5579.87,Gold,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2022-05,2022,0.8098396873052739,1
DON00916,D0096,CAMP004,2020-09-08,546.33,Cash,Completed,Mark,Smith,hartmandavid@mccoy.com,Male,2023-09-19,False,3155.3,Silver,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2020-09,2020,0.2219265891069804,1
DON00917,D0744,CAMP021,2020-09-04,1296.67,Online,Refunded,Suzanne,Flores,emilytaylor@gmail.com,Other,2023-07-06,False,92.54,Bronze,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2020-09,2020,0.5247763972641548,0
DON00918,D0590,CAMP001,2024-09-03,4686.59,Online,Completed,Cynthia,Perkins,jamescharles@morales.net,Other,2020-05-28,False,209.87,Bronze,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-09,2024,2.153664813197923,1
DON00919,D0653,CAMP005,2023-06-14,3743.62,Credit Card,Failed,Rachel,Miller,joshua48@anderson.com,Other,2023-08-10,False,7188.85,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2023-06,2023,1.9746705910898714,0
DON00920,D0729,CAMP022,2022-06-27,398.83,Check,Failed,William,Mooney,davidgibson@rodriguez.com,Female,2022-12-19,True,1975.93,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2022-06,2022,0.2325620721424656,0
DON00921,D0581,CAMP022,2021-12-04,1603.57,Online,Completed,Vanessa,Morales,scott20@yahoo.com,Male,2024-02-07,False,2975.27,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2021-12,2021,0.935058952499796,1
DON00922,D0110,CAMP025,2024-01-16,2959.48,Online,Refunded,Mary,Ward,stevensjessica@hotmail.com,Other,2025-01-23,True,1909.66,Silver,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2024-01,2024,1.3394403233325338,0
DON00923,D0215,CAMP006,2021-05-15,2209.12,Check,Completed,Jay,Hoover,fisherchristine@walters.com,Female,2022-07-26,False,403.97,Bronze,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2021-05,2021,5.052304173813607,1
DON00924,D0811,CAMP017,2024-06-22,2754.12,Cash,Completed,John,Torres,rrivera@graves-lopez.com,Male,2024-08-17,False,5371.51,Gold,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2024-06,2024,3.1758397619953644,1
DON00925,D0007,CAMP013,2021-06-15,3304.69,Credit Card,Completed,Mark,Davidson,tpena@stark-mcgrath.com,Female,2024-01-29,True,9961.0,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2021-06,2021,2.2876317847970706,1
DON00926,D0131,CAMP020,2024-11-08,599.98,Check,Refunded,Jamie,Shaw,michelle00@gmail.com,Male,2024-10-20,True,7292.14,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2024-11,2024,0.27943477774879844,0
DON00927,D0135,CAMP007,2025-04-01,1449.68,Credit Card,Failed,Kevin,Carpenter,ahartman@simmons-rodriguez.com,Male,2025-04-13,False,1485.73,Silver,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2025-04,2025,2.4152477424944188,0
DON00928,D0735,CAMP024,2023-05-28,635.14,Online,Completed,James,Brown,kelsey74@yahoo.com,Female,2022-03-31,True,4186.19,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2023-05,2023,0.6761843926328117,1
DON00929,D0510,CAMP008,2023-08-21,4746.62,Check,Refunded,Patricia,Cortez,wenglish@gmail.com,Female,2023-02-26,False,6433.94,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2023-08,2023,2.2066833409266304,0
DON00930,D0371,CAMP005,2023-03-16,1387.47,Cash,Refunded,Darren,Atkins,mary00@crosby-lee.org,Other,2020-12-09,False,9728.0,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2023-03,2023,0.7318574548216603,0
DON00931,D0639,CAMP006,2023-05-22,458.09,Cash,Refunded,Miguel,Santiago,rsilva@bartlett.com,Male,2022-04-11,True,591.91,Bronze,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2023-05,2023,1.0476615208690678,0
DON00932,D0072,CAMP006,2024-05-25,2856.15,Credit Card,Failed,Betty,Ramos,gknight@perry.info,Male,2022-02-11,False,2451.43,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2024-05,2024,6.532075471698113,0
DON00933,D0926,CAMP002,2025-05-09,748.6,Check,Completed,James,Logan,veronica53@jackson.com,Female,2021-10-10,False,2981.21,Silver,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2025-05,2025,0.37999228442062094,1
DON00934,D0659,CAMP006,2021-06-13,3648.79,Online,Failed,Adam,Moses,javier83@miller.net,Female,2022-11-13,False,513.36,Bronze,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2021-06,2021,8.344859919954258,0
DON00935,D0684,CAMP021,2021-06-09,2539.67,Online,Refunded,Zachary,Allen,patrickyork@gmail.com,Female,2024-02-05,False,3368.21,Silver,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2021-06,2021,1.027831964061678,0
DON00936,D0214,CAMP013,2023-03-21,3447.37,Online,Refunded,Barbara,Lee,toddgay@hotmail.com,Male,2021-03-11,False,4015.51,Silver,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2023-03,2023,2.386400293508885,0
DON00937,D0857,CAMP002,2022-06-29,2572.57,Check,Failed,Carolyn,Dougherty,jennifer02@gordon-craig.net,Other,2020-08-22,True,351.21,Bronze,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2022-06,2022,1.3058465817952936,0
DON00938,D0108,CAMP014,2024-10-22,1362.14,Credit Card,Completed,Gary,Sanchez,userrano@yahoo.com,Other,2024-01-12,True,5433.25,Gold,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2024-10,2024,1.4881083738460699,1
DON00939,D0514,CAMP003,2023-10-12,1912.41,Check,Refunded,Michael,Cruz,hudsonpaul@gmail.com,Female,2021-12-18,True,6867.96,Gold,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2023-10,2023,4.030453750342473,0
DON00940,D0839,CAMP006,2021-09-10,3748.09,Online,Completed,Paige,Stephens,jparrish@campbell.com,Other,2025-04-18,True,6144.24,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2021-09,2021,8.571961120640365,1
DON00941,D0655,CAMP015,2020-07-02,2928.76,Credit Card,Refunded,Jason,Meza,kennethrobinson@grant.com,Female,2024-09-20,False,1063.75,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2020-07,2020,1.731887314615512,0
DON00942,D0600,CAMP010,2024-03-30,1891.96,Online,Failed,Paul,Santos,bradfordmichael@weeks-jackson.org,Female,2023-10-11,False,3587.37,Silver,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2024-03,2024,1.1000854735642476,0
DON00943,D0959,CAMP006,2022-05-30,4457.29,Online,Completed,William,Brady,mayomaria@gmail.com,Female,2022-05-23,True,2428.11,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2022-05,2022,10.193916523727845,1
DON00944,D0199,CAMP019,2021-01-01,1211.95,Check,Completed,Steven,Jones,donaldsonalexandra@gmail.com,Other,2021-11-18,True,8594.42,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2021-01,2021,1.801539993756782,1
DON00945,D0145,CAMP009,2023-05-08,2493.23,Online,Completed,Robyn,Hodges,zskinner@patterson.org,Other,2020-09-18,True,6139.05,Gold,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2023-05,2023,4.264555966064587,1
DON00946,D0465,CAMP006,2023-09-03,1580.05,Credit Card,Completed,Gregory,Jackson,dkeith@hotmail.com,Male,2021-02-05,False,4575.45,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2023-09,2023,3.613607775871927,1
